author_id,created_at,id,lang,retweet_count,text,sinal
243661957,2022-08-08T00:51:49Z,"1,56E+18",pt,0,@EduardoLeite_ Já devolveu o dinheiro da aposentadoria Sem desvio hein,0
"1,17E+18",2022-08-08T00:51:48Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
"1,31E+18",2022-08-08T00:51:48Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @EdegarPretto diz que o RS quando governado pelo PT teve crescimento e geração de empregos E cita que o RS tem 12 milhão abaixo da linha da pobreza com cesta básica mais cara país #DebateNaBandRS,
"1,06E+18",2022-08-08T00:51:48Z,"1,56E+18",pt,0,Processa ele por favor @onyxlorenzoni ,
"1,44E+18",2022-08-08T00:51:42Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,
"1,21E+18",2022-08-08T00:51:41Z,"1,56E+18",pt,73,RT @matheuspggomes Pelo visto o Onyx não sabe absolutamente nada sobre realidade Rio Grande Sul Vai passar eleição toda faland…,0
185240757,2022-08-08T00:51:40Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
68661651,2022-08-08T00:51:40Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0
248023774,2022-08-08T00:51:38Z,"1,56E+18",pt,1,RT @paoladcs Terceiro bloco com tema livre Candidato escolhe quem vai responder #DebateNaBandRS,
1249489489,2022-08-08T00:51:37Z,"1,56E+18",pt,0,21h06 - Porto Alegre\n\nGlobo #Fantástico 201\nRecord #DomingoEspetacular 65\nSBT  #ProgramaSilvioSantos 63\nRecord #Encrenca 24\nBand #DebateNaBandRS 18\n\nLuizao Band,
"8,73E+17",2022-08-08T00:51:35Z,"1,56E+18",pt,91,RT @EdegarPretto Hoje noite participo 1º debate e conto contigo para acompanhar em todas redes sociais Minha equipe estará pronta…,
487924045,2022-08-08T00:51:34Z,"1,56E+18",es,74,RT @onyxlorenzoni Ao vivo Debate na Band \n,
"1,44E+18",2022-08-08T00:51:31Z,"1,56E+18",pt,8,RT @FlorbelaEspanc5 O Eduardo Leite parece aquela meia que perdeu o outro pé e fica olhando pras meias e perguntando “ meu par é vc” Assi…,
809883120,2022-08-08T00:51:30Z,"1,56E+18",und,0,Boa @EdegarPretto ,1
"1,14E+18",2022-08-08T00:51:30Z,"1,56E+18",pt,84,RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0
"1,30E+18",2022-08-08T00:51:29Z,"1,56E+18",und,0,🤡 #DebateNaBandRS  ,0
1129585003,2022-08-08T00:51:28Z,"1,56E+18",pt,0,@bandrs @Olivio_Dutra e @TarsoGenro não venderam patrimônio público não aumentaram impostos e fizeram pesados investimentos nos setores produtivos Dessa forma o PIB RS subiu acima da média PIB nacional naquele período #DebatenaBandRS #LulaOlivioPrettoRuas,1
"1,48E+18",2022-08-08T00:51:28Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,
"1,15E+18",2022-08-08T00:51:25Z,"1,56E+18",pt,0,@andrebattalhini @EduardoLeite_ O seu comentário é o mais sensato possíveldeduzo que não seja funcionário desse tirano nem recebe dinheiro da teta governo desse molequeparabénsporque os outros comentários todos são direcionados elogios para esse “garoto”que destruiu o Rio Grande Sul na pandemia,1
2971498835,2022-08-08T00:51:24Z,"1,56E+18",pt,74,RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,
"1,52E+18",2022-08-08T00:51:20Z,"1,56E+18",qme,0,@NetoRoberto5 @onyxlorenzoni ,
"1,47E+18",2022-08-08T00:51:20Z,"1,56E+18",pt,0,Esse debate está fazendo chegar à conclusão de que eu não votar Edegar Pretto de jeito nenhum #DebateNaBandRS,0
2971498835,2022-08-08T00:51:19Z,"1,56E+18",en,2,RT @LuckyDuckyBr Debate na Band RS com @onyxlorenzoni,
1424863201,2022-08-08T00:51:18Z,"1,56E+18",pt,2,RT @EngZini Debate aqui @TwitterBrasil tá melhor que lá na @bandrs \n\n#DebateNaBandRS,1
"1,48E+18",2022-08-08T00:51:17Z,"1,56E+18",pt,0,@EdegarPretto @EdegarPretto foi o mais votado partido nas três eleições em que participou e líder da bancada petista governo @TarsoGenro Em 2017 foi presidente da\n\n@AssembleiaRS e na última eleição fez votos em 473 municípios\n\n#LulaOlivioPrettoRuas #DebatenaBandRS,
344225712,2022-08-08T00:51:16Z,"1,56E+18",pt,0,Eu botei na Band BA e descobri que tem dois candidatos concorrentes governador meu amado Rio grande Sul Ou estou louca #DebateNaBandRS,1
70859452,2022-08-08T00:51:14Z,"1,56E+18",pt,0,@Heinzeoficial @bandrs O senhor tem meu voto Vamos governador,1
3982962497,2022-08-08T00:51:14Z,"1,56E+18",pt,0,@EdegarPretto respondendo um idiota…,0
37320286,2022-08-08T00:51:13Z,"1,56E+18",pt,3,Heinze só falta colocar mais um óculos na cabeça tá perdido Leite na defensiva acanhado e com vergonha estelionato cometido contra o povo gaúcho Novo e PSC são os tentáculos neoliberalismo deplorável\n@VieiraPDT é um oásis deserto\n#DebateNaBandRS,0
411167631,2022-08-08T00:51:11Z,"1,56E+18",pt,1217,RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,
"1,10E+18",2022-08-08T00:51:07Z,"1,56E+18",pt,1,@EduardoLeite_ Com dinheiro da pandemia né,
"1,06E+18",2022-08-08T00:51:06Z,"1,56E+18",en,2,Debate na Band RS com @onyxlorenzoni ,
71378680,2022-08-08T00:51:06Z,"1,56E+18",und,0,@MarioDCaetano1 @mariadorosario @EdegarPretto 8 ,
"1,28E+18",2022-08-08T00:51:06Z,"1,56E+18",pt,1,RT @Nandocardoso90 @EngZini @EdegarPretto sempre perde 30s endeusando @LulaOficial MDS kkk,
35137231,2022-08-08T00:50:58Z,"1,56E+18",pt,2,RT @Biga_Pereira Frente da Esperança  Nosso próximo governador Edegar Pretto #DebateNaBandRS\n#EdegarPrettoGovernador\n#OlívioSenador\n#Lula…,
"1,05E+18",2022-08-08T00:50:58Z,"1,56E+18",pt,0,Edegar Pretto muito bem #DebateNaBandRS \n#RSqueOPovoQuer\n#LulaOlivioEdegarRuas,
"1,44E+18",2022-08-08T00:50:55Z,"1,56E+18",pt,0,@marcelvanhattem @partidonovo30 @RicardoJobim30 @pauloganime @ViniciusPoit @RomeuZema Zema decepcionou deviam expulsar ele Novo,
"1,12E+18",2022-08-08T00:50:54Z,"1,56E+18",pt,0,@RicardoJobim30 enquadra @EdegarPretto sobre herança maldita governo Tarso #mbl #DebateNaBandRS,
"1,19E+18",2022-08-08T00:50:52Z,"1,56E+18",pt,0,@caiofbritto @EdegarPretto Exatamente quem são os que defendem ladroes Tipo o lula larápio,
175474841,2022-08-08T00:50:50Z,"1,56E+18",pt,0,@EduardoLeite_ SAFADO MENTIROSO BARALHO  desculpem o baixo calão mas essa FRUTA É DE PLASTICO não tem sumo se é q entendem\nÉ apenas  uma fraude gerada pelas ELITES diante de um povinho TROUXA q gosta de aparencia e falamansa\nEntendam povo VCS SÃO ROUBADOS tds os dias por eles,
133118845,2022-08-08T00:50:50Z,"1,56E+18",pt,8,RT @elvispiccolivar @EdegarPretto é filho de agricultores familiares Veio cabo da enxada e\ndesde cedo aprendeu o valor trabalho no…,
"8,73E+17",2022-08-08T00:50:50Z,"1,56E+18",pt,0,@EdegarPretto é filho de agricultores familiares Veio cabo da enxada e\ndesde cedo aprendeu o valor trabalho campo Edegar sempre percebeu as\ndificuldades dos agricultores para comercializar seus produtos em outros\nmunicípios #LulaOlivioPrettoRuas #DebatenaBandRS,
"1,31E+18",2022-08-08T00:50:49Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
101528637,2022-08-08T00:50:48Z,"1,56E+18",pt,0,@dimacgarcia @EduardoLeite_ Fora o restante,
"1,30E+18",2022-08-08T00:50:47Z,"1,56E+18",und,0,🤡 #DebateNaBandRS  ,
479953995,2022-08-08T00:50:46Z,"1,56E+18",pt,2584,RT @DelegadoZucco Todos os generais Exército unidos e coesos junto c o ministro da defesa e o Gal Villas Bôas ex Cmt EB\nEstamos ju…,
"1,14E+18",2022-08-08T00:50:44Z,"1,56E+18",pt,21,RT @mariadorosario Importante fala \n@EdegarPretto\n agora #DebateNaBandRS sobre alimentação das nossas crianças e adolescentes nas…,
50088149,2022-08-08T00:50:43Z,"1,56E+18",pt,20,RT @EdegarPretto O debate começou e você pode acompanhar todos os detalhes nas redes de Edegar Pretto  ,
"1,45E+18",2022-08-08T00:50:42Z,"1,56E+18",pt,0,@EduardoLeite_ Você lacrou supermercado\n\nPessimo,
"1,31E+18",2022-08-08T00:50:42Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ O candidato @RicardoJobim30 pergunta @edegarpretto se ele pretende aumentar impostos caso seja eleito e afirma que o PT deixou o Estado quebrado,
54431491,2022-08-08T00:50:38Z,"1,56E+18",pt,0,Debate estacionamento da RBS era mais legal #DebateNaBandRS,
96461628,2022-08-08T00:50:36Z,"1,56E+18",pt,30,“O trabalhador com dinheiro bolso vai comprar mais consumir mais e aumentar demanda para roda da economia girar” @EdegarPretto ao lembrar ciclo de crescimento com distribuição de renda à época de @LulaOficial e @DilmaBR #DebatenaBandRS #LulaOlivioPrettoRuas,
71378680,2022-08-08T00:50:36Z,"1,56E+18",qme,0,@ferreropedroo @mariadorosario @EdegarPretto ,
"1,06E+18",2022-08-08T00:50:34Z,"1,56E+18",pt,0,Jobim escolheu Edegar\nCitou Tarso e diz que ele deixou o RS quebrado Pergunta se PT vai aumentar impostos Edegar disse que nos governos petistas RS não teve aumento de impostos e nem venda de patrimônio Recorda que não teve atraso de salários de servidores #DebateNaBandRS,
"1,19E+18",2022-08-08T00:50:31Z,"1,56E+18",pt,0,@Janaparaizo @GeneralMourao @v_c_anderson @RoLuchsinger @anavilarinol @Borges13Fatima @BobjackkR @dudahidalgo13 @ProfessoraIrni2 O RS já elegeu muitas vezes esquerda 18 foi fora da curva Eu estou confiante #Lula @EdegarPretto @PedroRuasPsol @OlivioDutraReal  pela esquerda pra derrubar essa direita HORROROSA,
2746815627,2022-08-08T00:50:30Z,"1,56E+18",pt,0,@rafael_marasco @EduardoLeite_ Se deixou na mesma por que quando foi candidato primeiro mandato venceu com 90 dos votos na cidade de Pelotas,
"1,55E+18",2022-08-08T00:50:30Z,"1,56E+18",pt,6,RT @mariadorosario O @EdegarPretto é filho da Dona Otília e saudoso deputado federal Adão Pretto É gaúcho de palavra com origem na ag…,
2163929310,2022-08-08T00:50:29Z,"1,56E+18",pt,8,RT @PompeodeMattos O #DebateNaBandRS está mais parecendo um fraterno encontro entre neoliberais e filhotes da ditadura – como dizia o Dr…,
133118845,2022-08-08T00:50:28Z,"1,56E+18",pt,7,RT @Sandroka131 Olha o Edegar Pretto chegando na Band RS O nosso candidato vice-governador Pedro Ruas também está por lá Orgulho des…,
593062050,2022-08-08T00:50:27Z,"1,56E+18",pt,5,Eduardo Leite Onyx Lorenzoni Luís Carlos Heinze Todos fazem parte mesmo grupo que vêm desgovernando o RS e o Brasil \nQuem busca mudança de verdade mudança pra melhor vota Edegar Pretto candidato @LulaOficial #LulaOlivioEdegarRuas \n#DebateNaBandRS ,
"1,43E+18",2022-08-08T00:50:20Z,"1,56E+18",pt,11,RT @BohnGass Num tom muito sereno como convém quem quer governar o Rio Grande @EdegarPretto vai mostrando que para comandar o Estado é…,
71378680,2022-08-08T00:50:16Z,"1,56E+18",pt,0,@ferreropedroo @mariadorosario @EdegarPretto Lavar banheiro dos americanos  só pode ser um derrotado,
"1,25E+18",2022-08-08T00:50:15Z,"1,56E+18",pt,0,2 blocos já #DebateNaBandRS e até agora NENHUM candidato falou dxs trabalhadorxs seja de pequenas ou médias empresas ou de multinacionais até agora nenhum tem meu voto,
1129585003,2022-08-08T00:50:15Z,"1,56E+18",pt,0,@bandrs @EdegarPretto foi o mais votado partido nas três eleições em que participou e líder da bancada petista governo @TarsoGenro Em 2017 foi presidente da\n@AssembleiaRS e na última eleição fez votos em 473 municípios\n#LulaOlivioPrettoRuas #DebatenaBandRS,
"1,24E+18",2022-08-08T00:50:14Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
96461628,2022-08-08T00:50:12Z,"1,56E+18",pt,6,RT @sofiacavedonPT Governo que comemora superávit com educadoras e educadores com salário de fome e escolas caindo aos pedaços não é o Rio…,
130585038,2022-08-08T00:50:12Z,"1,56E+18",pt,1,#DebateNaBandRS\nO mais lúcido e com #conteúdo RS é @EduardoLeite_,
"1,19E+18",2022-08-08T00:50:11Z,"1,56E+18",pt,0,@CamilaPazCosta1 @EdegarPretto URSAL Só que não,
"1,10E+18",2022-08-08T00:50:08Z,"1,56E+18",pt,0,@DamacenoMauro @EdegarPretto Eles estão loucos Mentem como se não soubéssemos verdade,
626085468,2022-08-08T00:50:08Z,"1,56E+18",pt,0,Curioso o Onyx falando em narrativas na pandemia lembro bem que foi oposição quem lutou para ter 600 reais de auxílio o desgoverno Bolsonaro qual ele faz parte queria dar 200 reais  #DebateNaBandRS,
422814320,2022-08-08T00:50:07Z,"1,56E+18",pt,0,Agora debate @EdegarPretto fala sobre agricultura familiar e alimentação saudável nas escolas pauta que tanto levamos Além de garantir que nossos estudantes não passem fome pois na escola muitas vezes é sua única alimentação #DebateNaBandRS #LulaOlivioPrettoRuas,
68294097,2022-08-08T00:50:06Z,"1,56E+18",pt,54,"O Rio Grande Sul está com os piores índices na Educação o @EdegarPretto foi lá e macetou Nós já governamos o estado com Olívio Dutra nosso vice é Pedro Ruas pai trabalhismo"" vamos valorizar o trabalhador #DebateNaBandRS #LulaOlivioEdegarRuas #LulaOlivioPrettoRuas ",
"1,52E+18",2022-08-08T00:50:04Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
202332116,2022-08-08T00:50:02Z,"1,56E+18",pt,1,Acho nada ver querer vender o Palácio das Hortênsias Só acho #DebateNaBandRS,
80874863,2022-08-08T00:50:00Z,"1,56E+18",pt,0,@onyxlorenzoni Fazer caixa 2 é coisa de gente de bem né só se pedir desculpas,
107854318,2022-08-08T00:50:00Z,"1,56E+18",pt,0,@EdegarPretto conhece o RS “de ponta ponta” e sabe das dificuldades enfrentadas mas também potencial de cada região por isso prioriza o diálogo e participação popular como nos gov de @Olivio_Dutra e @TarsoGenro RS #DebatenaBandRS #LulaOlivioPrettoRuas,
159309069,2022-08-08T00:50:00Z,"1,56E+18",en,1,Onix @EduardoLeite_ e @Heinzeoficial fazendo stand comedy #DebatenaBandRS,
"1,55E+18",2022-08-08T00:49:59Z,"1,56E+18",und,0,@mariadorosario @EdegarPretto Vdd,
"1,44E+18",2022-08-08T00:49:59Z,"1,56E+18",pt,88,RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,
96461628,2022-08-08T00:49:57Z,"1,56E+18",pt,1,@Olivio_Dutra e @TarsoGenro não venderam patrimônio público não aumentaram impostos e fizeram pesados investimentos nos setores produtivos Dessa forma o PIB RS subiu acima da média PIB nacional naquele período #DebatenaBandRS #LulaOlivioPrettoRuas,
57833373,2022-08-08T00:49:56Z,"1,56E+18",pt,0,Foi dada largada \n#DebateNaBand\n#DebateNaBandRS ,
"1,42E+18",2022-08-08T00:49:55Z,"1,56E+18",pt,26,"RT @VieiraPDT #DebateNaBandRS\n""Discordo candidato Onyx sobre atuação governo na pandemia Primeiro quero solidarizar com 40 mil…",
"1,30E+18",2022-08-08T00:49:53Z,"1,56E+18",und,0,🤡 #DebateNaBandRS  ,
236511373,2022-08-08T00:49:49Z,"1,56E+18",pt,6,RT @sofiacavedonPT  @EdegarPretto conhece o RS “de ponta ponta” e sabe das dificuldades enfrentadas mas também potencial de cada…,
"1,47E+18",2022-08-08T00:49:48Z,"1,56E+18",pt,11,RT @StelaFarias O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa E…,
"1,16E+18",2022-08-08T00:49:47Z,"1,56E+18",pt,91,RT @giovanicherini              º     \n\n#DebateNaBandRS…,
"1,34E+18",2022-08-08T00:49:47Z,"1,56E+18",pt,0,Começou o 3° Bloco\n#DebateNaBandRS ,
17231726,2022-08-08T00:49:46Z,"1,56E+18",pt,1,RT @Henriqueptpel Grande fala @EdegarPretto\nsobre educação pública Ao contrário dos adversários que só falam em privatização da educaç…,
"1,48E+18",2022-08-08T00:49:46Z,"1,56E+18",pt,0,@bandrs 45 o melhor para o RS  #UniãoBrasilRS #DebatenaBandRS,
"1,07E+18",2022-08-08T00:49:45Z,"1,56E+18",pt,73,RT @matheuspggomes Pelo visto o Onyx não sabe absolutamente nada sobre realidade Rio Grande Sul Vai passar eleição toda faland…,
53097114,2022-08-08T00:49:44Z,"1,56E+18",pt,21,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa\nVamos rec…,
"1,52E+18",2022-08-08T00:49:44Z,"1,56E+18",qht,0,#ricardojobim #DebateNaBandRS,
"1,47E+18",2022-08-08T00:49:44Z,"1,56E+18",pt,0,@paularosiska Quando vi o vigarista @onyxlorenzoni aparecer falando asqueroso qual ele era capacho troquei para o show Caetano ,
17231726,2022-08-08T00:49:44Z,"1,56E+18",pt,1,RT @Henriqueptpel Quem defende educação domiciliar como @TrzeciakDaniel o partido @EduardoLeite_ o @onyxlorenzoni e o @Heinzeoficial…,
"1,37E+18",2022-08-08T00:49:39Z,"1,56E+18",pt,80,RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,
53097114,2022-08-08T00:49:39Z,"1,56E+18",pt,88,RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,
51242080,2022-08-08T00:49:39Z,"1,56E+18",pt,2,RT @EngZini Os servidores públicos não podem ser tratados como adversários Estado\n\n#DebateNaBandRS,
"1,07E+18",2022-08-08T00:49:36Z,"1,56E+18",pt,0,@Prof_AVanderlei @VieiraPDT Edegar e ele são os que melhores estão se saindo nesse debate Um está totalmente chapado e o outro infelizmente não apresenta planos somente vangloria o mito,
336705834,2022-08-08T00:49:34Z,"1,56E+18",pt,244,RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,
57648137,2022-08-08T00:49:34Z,"1,56E+18",pt,2,Vou fazer Integração Transporte Coletivo em POA Passagem única para quem anda de ônibus na região metropolitana\n#DebatenaBandRS #Heinze,
"1,28E+18",2022-08-08T00:49:33Z,"1,56E+18",pt,3,RT @lucasgertzm OS GOVERNOS PETISTAS FORAM OS GOVERNOS QUE MAIS INVESTIRAM EM EDUCAÇÃO NESTE PAÍS #DebateNaBandRS  #LulaOlivioPrettoRuas,
53097114,2022-08-08T00:49:33Z,"1,56E+18",pt,7,RT @TZTarcisio O @EdegarPretto ponto\n\nLeite e Bolsonaro com caneta na mão são mesma coisa\n\nLeite Heinze e Onix tem o mesmo proje…,
"1,55E+18",2022-08-08T00:49:30Z,"1,56E+18",pt,0,Nosso pré-candidato ao governo estado  @EdegarPretto lembra da trajetória política de @PedroRuasPsol\nA educação tem destaque central programa de governo da chapa PT-PSOL\n\n#DebateNaBandRS,
"9,39E+17",2022-08-08T00:49:28Z,"1,56E+18",pt,88,RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,
"1,37E+18",2022-08-08T00:49:28Z,"1,56E+18",pt,12,#DebateNaBandRS O @EdegarPretto mostra que Leite é Sartori deixaram Educação Quebrada 18 das escolas nem banheiro decente tem E muitos funcionários de escola não ganham nem o Salário Mínimo  Com #LulaOlivioEdegarRuas Educação  vai voltar ser bem tratada #DebateNaBand,
53097114,2022-08-08T00:49:24Z,"1,56E+18",pt,36,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo O governador que renunciou disse que não iria privatizar e entregou CEEE por…,
"1,53E+18",2022-08-08T00:49:22Z,"1,56E+18",pt,1,Quem defende educação domiciliar como @TrzeciakDaniel o partido @EduardoLeite_ o @onyxlorenzoni e o @Heinzeoficial governo @jairbolsonaro é contra escola é contra o filho trabalhador tendo chance de crescer e estudar\n\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,
"1,47E+18",2022-08-08T00:49:20Z,"1,56E+18",pt,97,RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não…,
"1,31E+18",2022-08-08T00:49:20Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Não deu nem para respirar Começa o terceiro blogo programa segundo de debate com tema livre #DebateNaBandRS,
88671665,2022-08-08T00:49:20Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,
"1,14E+18",2022-08-08T00:49:17Z,"1,56E+18",pt,92,RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,
38809147,2022-08-08T00:49:16Z,"1,56E+18",pt,8,RT @EngZini 14 das nossas escolas públicas estaduais não tem banheiro ou não está funcionando\n\n#DebateNaBandRS,
71378680,2022-08-08T00:49:15Z,"1,56E+18",pt,0,@ferreropedroo @mariadorosario @EdegarPretto Gado maior economia da América Latina   Éramos 6 mundo era pt  bolsonaro elevou 10kkkk,
"1,37E+18",2022-08-08T00:49:14Z,"1,56E+18",pt,91,RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,
"1,48E+18",2022-08-08T00:49:14Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
"1,47E+18",2022-08-08T00:49:09Z,"1,56E+18",pt,73,RT @matheuspggomes Pelo visto o Onyx não sabe absolutamente nada sobre realidade Rio Grande Sul Vai passar eleição toda faland…,
60654156,2022-08-08T00:49:06Z,"1,56E+18",pt,5,RT @fernandapsol @EdegarPretto firme ao anunciar o  compromisso de revogar todos atos de privatização da Corsan e com o Banrisul Público…,
2537548696,2022-08-08T00:49:03Z,"1,56E+18",pt,20,RT @EvertonPeres8 Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #C…,
54411512,2022-08-08T00:49:02Z,"1,56E+18",es,0,Estamos com @RicardoJobim30 🧡\n\n#JobimNaBandRS #DebateNaBandRS ,
"1,06E+18",2022-08-08T00:49:01Z,"1,56E+18",pt,1,Terceiro bloco com tema livre Candidato escolhe quem vai responder #DebateNaBandRS,
162122590,2022-08-08T00:49:01Z,"1,56E+18",pt,26,"#DebateNaBandRS\n""Discordo candidato Onyx sobre atuação governo na pandemia Primeiro quero solidarizar com 40 mil famílias gaúchas que perderam familiares responsabilidade é sim de Bolsonaro negacionista Apesar dele o SUS ajudou de forma admirável população",
"1,15E+18",2022-08-08T00:48:57Z,"1,56E+18",pt,0,@EduardoLeite_ Falou o menino que lacrou corredores em mercados proibindo o consumidor de comprar em meio pandemia sem comprovação científica,
137491913,2022-08-08T00:48:57Z,"1,56E+18",pt,0,Um olho Caetano e outro debate #DebatenaBand #DebateNaBandRS #EdegarPretto,
45099249,2022-08-08T00:48:54Z,"1,56E+18",pt,1,RT @NatashaPSOL O @EdegarPretto lembrou que foi o Olívio Dutra que criou UERGS É isso que precisamos para o RS investimento público na…,
"1,31E+18",2022-08-08T00:48:52Z,"1,56E+18",pt,0,@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ primeiro bloco de debate segundo programa O primeiro programa foi só uma apresentação,
30502145,2022-08-08T00:48:51Z,"1,56E+18",pt,1,RT @gaconstantinoo Eduardo Leite fez uma baita pergunta sobre proteção às mulheres e o Argenta PSC respondeu que solução são empregos…,
17869984,2022-08-08T00:48:51Z,"1,56E+18",pt,18,RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,
88671665,2022-08-08T00:48:48Z,"1,56E+18",pt,3,RT @lucasgertzm @EdegarPretto é o candidato que tem como objetivo não deixar nenhuma criança passar fome e garantir uma educação de qualid…,
60654156,2022-08-08T00:48:46Z,"1,56E+18",pt,133,RT @EdegarPretto Sou o candidato presidente Lula RS Ao lado de Pedro Ruas e Olívio Dutra nós representamos uma frente de espera…,
39784513,2022-08-08T00:48:45Z,"1,56E+18",pt,0,@EduardoLeite_ porque vc não paga o piso salarial dos professores RS,
2235596608,2022-08-08T00:48:44Z,"1,56E+18",pt,11,RT @StelaFarias O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa E…,
"9,24E+17",2022-08-08T00:48:43Z,"1,56E+18",qme,1,@EngZini @EduardoLeite_ ,
39305359,2022-08-08T00:48:40Z,"1,56E+18",pt,0,Uma chatice os candidatos falando da região sul e governo federal e se esquecendo de que são candidatos ao Governo Estado Rio Grande Sul #governarparaors #nãogovernempararegiões #nãofalemdegovernoquenãofoioseu #nãoqueremospromessas #queremosatitudes #DebateNaBandRS,
202332116,2022-08-08T00:48:39Z,"1,56E+18",pt,0,Um debate em que tá o Heinze faz falta o Maroni Ele teria coragem de perguntar pela Mia #DebateNaBandRS,
88671665,2022-08-08T00:48:36Z,"1,56E+18",pt,6,RT @sofiacavedonPT Governo que comemora superávit com educadoras e educadores com salário de fome e escolas caindo aos pedaços não é o Rio…,
612153535,2022-08-08T00:48:32Z,"1,56E+18",pt,2,Debate aqui @TwitterBrasil tá melhor que lá na @bandrs \n\n#DebateNaBandRS ,
88671665,2022-08-08T00:48:29Z,"1,56E+18",pt,3,RT @SigaPepeVargas escolas RS não tem pátio para nossas crianças 14 das escolas não tem banheiro ou eles não funcionam Nossas cr…,
"1,29E+18",2022-08-08T00:48:25Z,"1,56E+18",pt,3,RT @lucasgertzm OS GOVERNOS PETISTAS FORAM OS GOVERNOS QUE MAIS INVESTIRAM EM EDUCAÇÃO NESTE PAÍS #DebateNaBandRS  #LulaOlivioPrettoRuas,
